city,top_k_units,event_id_a,event_id_b,jaccard,intersection_count,union_count
New York,5,102,122,1,5,5
New York,5,102,123,1,5,5
New York,5,103,104,1,5,5
New York,5,103,105,1,5,5
New York,5,103,106,1,5,5
New York,5,103,107,1,5,5
New York,5,103,108,1,5,5
New York,5,103,109,1,5,5
New York,5,103,110,1,5,5
New York,5,103,111,1,5,5
New York,5,103,112,1,5,5
New York,5,103,113,1,5,5
New York,5,103,115,1,5,5
New York,5,103,116,1,5,5
New York,5,103,117,1,5,5
New York,5,103,119,1,5,5
New York,5,103,120,1,5,5
New York,5,103,121,1,5,5
New York,5,103,122,1,5,5
New York,5,103,123,1,5,5
New York,5,104,105,1,5,5
New York,5,104,106,1,5,5
New York,5,104,107,1,5,5
New York,5,104,108,1,5,5
New York,5,104,109,1,5,5
New York,5,104,110,1,5,5
New York,5,104,111,1,5,5
New York,5,104,112,1,5,5
New York,5,104,113,1,5,5
New York,5,104,115,1,5,5
New York,5,104,116,1,5,5
New York,5,104,117,1,5,5
New York,5,104,119,1,5,5
New York,5,104,120,1,5,5
New York,5,104,121,1,5,5
New York,5,104,122,1,5,5
New York,5,104,123,1,5,5
New York,5,105,106,1,5,5
New York,5,105,107,1,5,5
New York,5,105,108,1,5,5
New York,5,105,109,1,5,5
New York,5,105,110,1,5,5
New York,5,105,111,1,5,5
New York,5,105,112,1,5,5
New York,5,105,113,1,5,5
New York,5,105,115,1,5,5
New York,5,105,116,1,5,5
New York,5,105,117,1,5,5
New York,5,105,119,1,5,5
New York,5,105,120,1,5,5
New York,5,105,121,1,5,5
New York,5,105,122,1,5,5
New York,5,105,123,1,5,5
New York,5,106,107,1,5,5
New York,5,106,108,1,5,5
New York,5,106,109,1,5,5
New York,5,106,110,1,5,5
New York,5,106,111,1,5,5
New York,5,106,112,1,5,5
New York,5,106,113,1,5,5
New York,5,106,115,1,5,5
New York,5,106,116,1,5,5
New York,5,106,117,1,5,5
New York,5,106,119,1,5,5
New York,5,106,120,1,5,5
New York,5,106,121,1,5,5
New York,5,106,122,1,5,5
New York,5,106,123,1,5,5
New York,5,107,108,1,5,5
New York,5,107,109,1,5,5
New York,5,107,110,1,5,5
New York,5,107,111,1,5,5
New York,5,107,112,1,5,5
New York,5,107,113,1,5,5
New York,5,107,115,1,5,5
New York,5,107,116,1,5,5
New York,5,107,117,1,5,5
New York,5,107,119,1,5,5
New York,5,107,120,1,5,5
New York,5,107,121,1,5,5
New York,5,107,122,1,5,5
New York,5,107,123,1,5,5
New York,5,108,109,1,5,5
New York,5,108,110,1,5,5
New York,5,108,111,1,5,5
New York,5,108,112,1,5,5
New York,5,108,113,1,5,5
New York,5,108,115,1,5,5
New York,5,108,116,1,5,5
New York,5,108,117,1,5,5
New York,5,108,119,1,5,5
New York,5,108,120,1,5,5
New York,5,108,121,1,5,5
New York,5,108,122,1,5,5
New York,5,108,123,1,5,5
New York,5,109,110,1,5,5
New York,5,109,111,1,5,5
New York,5,109,112,1,5,5
New York,5,109,113,1,5,5
New York,5,109,115,1,5,5
New York,5,109,116,1,5,5
New York,5,109,117,1,5,5
New York,5,109,119,1,5,5
New York,5,109,120,1,5,5
New York,5,109,121,1,5,5
New York,5,109,122,1,5,5
New York,5,109,123,1,5,5
New York,5,110,111,1,5,5
New York,5,110,112,1,5,5
New York,5,110,113,1,5,5
New York,5,110,115,1,5,5
New York,5,110,116,1,5,5
New York,5,110,117,1,5,5
New York,5,110,119,1,5,5
New York,5,110,120,1,5,5
New York,5,110,121,1,5,5
New York,5,110,122,1,5,5
New York,5,110,123,1,5,5
New York,5,111,112,1,5,5
New York,5,111,113,1,5,5
New York,5,111,115,1,5,5
New York,5,111,116,1,5,5
New York,5,111,117,1,5,5
New York,5,111,119,1,5,5
New York,5,111,120,1,5,5
New York,5,111,121,1,5,5
New York,5,111,122,1,5,5
New York,5,111,123,1,5,5
New York,5,112,113,1,5,5
New York,5,112,115,1,5,5
New York,5,112,116,1,5,5
New York,5,112,117,1,5,5
New York,5,112,119,1,5,5
New York,5,112,120,1,5,5
New York,5,112,121,1,5,5
New York,5,112,122,1,5,5
New York,5,112,123,1,5,5
New York,5,113,115,1,5,5
New York,5,113,116,1,5,5
New York,5,113,117,1,5,5
New York,5,113,119,1,5,5
New York,5,113,120,1,5,5
New York,5,113,121,1,5,5
New York,5,113,122,1,5,5
New York,5,113,123,1,5,5
New York,5,115,116,1,5,5
New York,5,115,117,1,5,5
New York,5,115,119,1,5,5
New York,5,115,120,1,5,5
New York,5,115,121,1,5,5
New York,5,115,122,1,5,5
New York,5,115,123,1,5,5
New York,5,116,117,1,5,5
New York,5,116,119,1,5,5
New York,5,116,120,1,5,5
New York,5,116,121,1,5,5
New York,5,116,122,1,5,5
New York,5,116,123,1,5,5
New York,5,117,119,1,5,5
New York,5,117,120,1,5,5
New York,5,117,121,1,5,5
New York,5,117,122,1,5,5
New York,5,117,123,1,5,5
New York,5,119,120,1,5,5
New York,5,119,121,1,5,5
New York,5,119,122,1,5,5
New York,5,119,123,1,5,5
New York,5,120,121,1,5,5
New York,5,120,122,1,5,5
New York,5,120,123,1,5,5
New York,5,121,122,1,5,5
New York,5,121,123,1,5,5
New York,5,122,123,1,5,5
New York,10,98,99,1,10,10
New York,10,98,100,1,10,10
New York,10,98,101,1,10,10
New York,10,98,102,1,10,10
New York,10,98,103,1,10,10
New York,10,98,104,1,10,10
New York,10,98,105,1,10,10
New York,10,98,106,1,10,10
New York,10,98,107,1,10,10
New York,10,98,108,1,10,10
New York,10,98,109,1,10,10
New York,10,98,110,1,10,10
New York,10,98,111,1,10,10
New York,10,98,112,1,10,10
New York,10,98,113,1,10,10
New York,10,98,115,1,10,10
New York,10,98,116,1,10,10
New York,10,98,117,1,10,10
New York,10,98,119,1,10,10
New York,10,98,120,1,10,10
New York,10,98,121,1,10,10
New York,10,98,122,1,10,10
New York,10,98,123,1,10,10
New York,10,99,100,1,10,10
New York,10,99,101,1,10,10
New York,10,99,102,1,10,10
New York,10,99,103,1,10,10
New York,10,99,104,1,10,10
New York,10,99,105,1,10,10
New York,10,99,106,1,10,10
New York,10,99,107,1,10,10
New York,10,99,108,1,10,10
New York,10,99,109,1,10,10
New York,10,99,110,1,10,10
New York,10,99,111,1,10,10
New York,10,99,112,1,10,10
New York,10,99,113,1,10,10
New York,10,99,115,1,10,10
New York,10,99,116,1,10,10
New York,10,99,117,1,10,10
New York,10,99,119,1,10,10
New York,10,99,120,1,10,10
New York,10,99,121,1,10,10
New York,10,99,122,1,10,10
New York,10,99,123,1,10,10
New York,10,100,101,1,10,10
New York,10,100,102,1,10,10
New York,10,100,103,1,10,10
New York,10,100,104,1,10,10
New York,10,100,105,1,10,10
New York,10,100,106,1,10,10
New York,10,100,107,1,10,10
New York,10,100,108,1,10,10
New York,10,100,109,1,10,10
New York,10,100,110,1,10,10
New York,10,100,111,1,10,10
New York,10,100,112,1,10,10
New York,10,100,113,1,10,10
New York,10,100,115,1,10,10
New York,10,100,116,1,10,10
New York,10,100,117,1,10,10
New York,10,100,119,1,10,10
New York,10,100,120,1,10,10
New York,10,100,121,1,10,10
New York,10,100,122,1,10,10
New York,10,100,123,1,10,10
New York,10,101,102,1,10,10
New York,10,101,103,1,10,10
New York,10,101,104,1,10,10
New York,10,101,105,1,10,10
New York,10,101,106,1,10,10
New York,10,101,107,1,10,10
New York,10,101,108,1,10,10
New York,10,101,109,1,10,10
New York,10,101,110,1,10,10
New York,10,101,111,1,10,10
New York,10,101,112,1,10,10
New York,10,101,113,1,10,10
New York,10,101,115,1,10,10
New York,10,101,116,1,10,10
New York,10,101,117,1,10,10
New York,10,101,119,1,10,10
New York,10,101,120,1,10,10
New York,10,101,121,1,10,10
New York,10,101,122,1,10,10
New York,10,101,123,1,10,10
New York,10,102,103,1,10,10
New York,10,102,104,1,10,10
New York,10,102,105,1,10,10
New York,10,102,106,1,10,10
New York,10,102,107,1,10,10
New York,10,102,108,1,10,10
New York,10,102,109,1,10,10
New York,10,102,110,1,10,10
New York,10,102,111,1,10,10
New York,10,102,112,1,10,10
New York,10,102,113,1,10,10
New York,10,102,115,1,10,10
New York,10,102,116,1,10,10
New York,10,102,117,1,10,10
New York,10,102,119,1,10,10
New York,10,102,120,1,10,10
New York,10,102,121,1,10,10
New York,10,102,122,1,10,10
New York,10,102,123,1,10,10
New York,10,103,104,1,10,10
New York,10,103,105,1,10,10
New York,10,103,106,1,10,10
New York,10,103,107,1,10,10
New York,10,103,108,1,10,10
New York,10,103,109,1,10,10
New York,10,103,110,1,10,10
New York,10,103,111,1,10,10
New York,10,103,112,1,10,10
New York,10,103,113,1,10,10
New York,10,103,115,1,10,10
New York,10,103,116,1,10,10
New York,10,103,117,1,10,10
New York,10,103,119,1,10,10
New York,10,103,120,1,10,10
New York,10,103,121,1,10,10
New York,10,103,122,1,10,10
New York,10,103,123,1,10,10
New York,10,104,105,1,10,10
New York,10,104,106,1,10,10
New York,10,104,107,1,10,10
New York,10,104,108,1,10,10
New York,10,104,109,1,10,10
New York,10,104,110,1,10,10
New York,10,104,111,1,10,10
New York,10,104,112,1,10,10
New York,10,104,113,1,10,10
New York,10,104,115,1,10,10
New York,10,104,116,1,10,10
New York,10,104,117,1,10,10
New York,10,104,119,1,10,10
New York,10,104,120,1,10,10
New York,10,104,121,1,10,10
New York,10,104,122,1,10,10
New York,10,104,123,1,10,10
New York,10,105,106,1,10,10
New York,10,105,107,1,10,10
New York,10,105,108,1,10,10
New York,10,105,109,1,10,10
New York,10,105,110,1,10,10
New York,10,105,111,1,10,10
New York,10,105,112,1,10,10
New York,10,105,113,1,10,10
New York,10,105,115,1,10,10
New York,10,105,116,1,10,10
New York,10,105,117,1,10,10
New York,10,105,119,1,10,10
New York,10,105,120,1,10,10
New York,10,105,121,1,10,10
New York,10,105,122,1,10,10
New York,10,105,123,1,10,10
New York,10,106,107,1,10,10
New York,10,106,108,1,10,10
New York,10,106,109,1,10,10
New York,10,106,110,1,10,10
New York,10,106,111,1,10,10
New York,10,106,112,1,10,10
New York,10,106,113,1,10,10
New York,10,106,115,1,10,10
New York,10,106,116,1,10,10
New York,10,106,117,1,10,10
New York,10,106,119,1,10,10
New York,10,106,120,1,10,10
New York,10,106,121,1,10,10
New York,10,106,122,1,10,10
New York,10,106,123,1,10,10
New York,10,107,108,1,10,10
New York,10,107,109,1,10,10
New York,10,107,110,1,10,10
New York,10,107,111,1,10,10
New York,10,107,112,1,10,10
New York,10,107,113,1,10,10
New York,10,107,115,1,10,10
New York,10,107,116,1,10,10
New York,10,107,117,1,10,10
New York,10,107,119,1,10,10
New York,10,107,120,1,10,10
New York,10,107,121,1,10,10
New York,10,107,122,1,10,10
New York,10,107,123,1,10,10
New York,10,108,109,1,10,10
New York,10,108,110,1,10,10
New York,10,108,111,1,10,10
New York,10,108,112,1,10,10
New York,10,108,113,1,10,10
New York,10,108,115,1,10,10
New York,10,108,116,1,10,10
New York,10,108,117,1,10,10
New York,10,108,119,1,10,10
New York,10,108,120,1,10,10
New York,10,108,121,1,10,10
New York,10,108,122,1,10,10
New York,10,108,123,1,10,10
New York,10,109,110,1,10,10
New York,10,109,111,1,10,10
New York,10,109,112,1,10,10
New York,10,109,113,1,10,10
New York,10,109,115,1,10,10
New York,10,109,116,1,10,10
New York,10,109,117,1,10,10
New York,10,109,119,1,10,10
New York,10,109,120,1,10,10
New York,10,109,121,1,10,10
New York,10,109,122,1,10,10
New York,10,109,123,1,10,10
New York,10,110,111,1,10,10
New York,10,110,112,1,10,10
New York,10,110,113,1,10,10
New York,10,110,115,1,10,10
New York,10,110,116,1,10,10
New York,10,110,117,1,10,10
New York,10,110,119,1,10,10
New York,10,110,120,1,10,10
New York,10,110,121,1,10,10
New York,10,110,122,1,10,10
New York,10,110,123,1,10,10
New York,10,111,112,1,10,10
New York,10,111,113,1,10,10
New York,10,111,115,1,10,10
New York,10,111,116,1,10,10
New York,10,111,117,1,10,10
New York,10,111,119,1,10,10
New York,10,111,120,1,10,10
New York,10,111,121,1,10,10
New York,10,111,122,1,10,10
New York,10,111,123,1,10,10
New York,10,112,113,1,10,10
New York,10,112,115,1,10,10
New York,10,112,116,1,10,10
New York,10,112,117,1,10,10
New York,10,112,119,1,10,10
New York,10,112,120,1,10,10
New York,10,112,121,1,10,10
New York,10,112,122,1,10,10
New York,10,112,123,1,10,10
New York,10,113,115,1,10,10
New York,10,113,116,1,10,10
New York,10,113,117,1,10,10
New York,10,113,119,1,10,10
New York,10,113,120,1,10,10
New York,10,113,121,1,10,10
New York,10,113,122,1,10,10
New York,10,113,123,1,10,10
New York,10,115,116,1,10,10
New York,10,115,117,1,10,10
New York,10,115,119,1,10,10
New York,10,115,120,1,10,10
New York,10,115,121,1,10,10
New York,10,115,122,1,10,10
New York,10,115,123,1,10,10
New York,10,116,117,1,10,10
New York,10,116,119,1,10,10
New York,10,116,120,1,10,10
New York,10,116,121,1,10,10
New York,10,116,122,1,10,10
New York,10,116,123,1,10,10
New York,10,117,119,1,10,10
New York,10,117,120,1,10,10
New York,10,117,121,1,10,10
New York,10,117,122,1,10,10
New York,10,117,123,1,10,10
New York,10,119,120,1,10,10
New York,10,119,121,1,10,10
New York,10,119,122,1,10,10
New York,10,119,123,1,10,10
New York,10,120,121,1,10,10
New York,10,120,122,1,10,10
New York,10,120,123,1,10,10
New York,10,121,122,1,10,10
New York,10,121,123,1,10,10
New York,10,122,123,1,10,10
New York,20,98,99,1,20,20
New York,20,98,100,1,20,20
New York,20,98,101,1,20,20
New York,20,98,102,1,20,20
New York,20,98,103,1,20,20
New York,20,98,104,1,20,20
New York,20,98,105,1,20,20
New York,20,98,106,1,20,20
New York,20,98,107,1,20,20
New York,20,98,108,1,20,20
New York,20,98,109,1,20,20
New York,20,98,110,1,20,20
New York,20,98,111,1,20,20
New York,20,98,112,1,20,20
New York,20,98,113,1,20,20
New York,20,98,115,1,20,20
New York,20,98,116,1,20,20
New York,20,98,117,1,20,20
New York,20,98,119,1,20,20
New York,20,98,120,1,20,20
New York,20,98,121,1,20,20
New York,20,98,122,1,20,20
New York,20,98,123,1,20,20
New York,20,99,100,1,20,20
New York,20,99,101,1,20,20
New York,20,99,102,1,20,20
New York,20,99,103,1,20,20
New York,20,99,104,1,20,20
New York,20,99,105,1,20,20
New York,20,99,106,1,20,20
New York,20,99,107,1,20,20
New York,20,99,108,1,20,20
New York,20,99,109,1,20,20
New York,20,99,110,1,20,20
New York,20,99,111,1,20,20
New York,20,99,112,1,20,20
New York,20,99,113,1,20,20
New York,20,99,115,1,20,20
New York,20,99,116,1,20,20
New York,20,99,117,1,20,20
New York,20,99,119,1,20,20
New York,20,99,120,1,20,20
New York,20,99,121,1,20,20
New York,20,99,122,1,20,20
New York,20,99,123,1,20,20
New York,20,100,101,1,20,20
New York,20,100,102,1,20,20
New York,20,100,103,1,20,20
New York,20,100,104,1,20,20
New York,20,100,105,1,20,20
New York,20,100,106,1,20,20
New York,20,100,107,1,20,20
New York,20,100,108,1,20,20
New York,20,100,109,1,20,20
New York,20,100,110,1,20,20
New York,20,100,111,1,20,20
New York,20,100,112,1,20,20
New York,20,100,113,1,20,20
New York,20,100,115,1,20,20
New York,20,100,116,1,20,20
New York,20,100,117,1,20,20
New York,20,100,119,1,20,20
New York,20,100,120,1,20,20
New York,20,100,121,1,20,20
New York,20,100,122,1,20,20
New York,20,100,123,1,20,20
New York,20,101,102,1,20,20
New York,20,101,103,1,20,20
New York,20,101,104,1,20,20
New York,20,101,105,1,20,20
New York,20,101,106,1,20,20
New York,20,101,107,1,20,20
New York,20,101,108,1,20,20
New York,20,101,109,1,20,20
New York,20,101,110,1,20,20
New York,20,101,111,1,20,20
New York,20,101,112,1,20,20
New York,20,101,113,1,20,20
New York,20,101,115,1,20,20
New York,20,101,116,1,20,20
New York,20,101,117,1,20,20
New York,20,101,119,1,20,20
New York,20,101,120,1,20,20
New York,20,101,121,1,20,20
New York,20,101,122,1,20,20
New York,20,101,123,1,20,20
New York,20,102,103,1,20,20
New York,20,102,104,1,20,20
New York,20,102,105,1,20,20
New York,20,102,106,1,20,20
New York,20,102,107,1,20,20
New York,20,102,108,1,20,20
New York,20,102,109,1,20,20
New York,20,102,110,1,20,20
New York,20,102,111,1,20,20
New York,20,102,112,1,20,20
New York,20,102,113,1,20,20
New York,20,102,115,1,20,20
New York,20,102,116,1,20,20
New York,20,102,117,1,20,20
New York,20,102,119,1,20,20
New York,20,102,120,1,20,20
New York,20,102,121,1,20,20
New York,20,102,122,1,20,20
New York,20,102,123,1,20,20
New York,20,103,104,1,20,20
New York,20,103,105,1,20,20
New York,20,103,106,1,20,20
New York,20,103,107,1,20,20
New York,20,103,108,1,20,20
New York,20,103,109,1,20,20
New York,20,103,110,1,20,20
New York,20,103,111,1,20,20
New York,20,103,112,1,20,20
New York,20,103,113,1,20,20
New York,20,103,115,1,20,20
New York,20,103,116,1,20,20
New York,20,103,117,1,20,20
New York,20,103,119,1,20,20
New York,20,103,120,1,20,20
New York,20,103,121,1,20,20
New York,20,103,122,1,20,20
New York,20,103,123,1,20,20
New York,20,104,105,1,20,20
New York,20,104,106,1,20,20
New York,20,104,107,1,20,20
New York,20,104,108,1,20,20
New York,20,104,109,1,20,20
New York,20,104,110,1,20,20
New York,20,104,111,1,20,20
New York,20,104,112,1,20,20
New York,20,104,113,1,20,20
New York,20,104,115,1,20,20
New York,20,104,116,1,20,20
New York,20,104,117,1,20,20
New York,20,104,119,1,20,20
New York,20,104,120,1,20,20
New York,20,104,121,1,20,20
New York,20,104,122,1,20,20
New York,20,104,123,1,20,20
New York,20,105,106,1,20,20
New York,20,105,107,1,20,20
New York,20,105,108,1,20,20
New York,20,105,109,1,20,20
New York,20,105,110,1,20,20
New York,20,105,111,1,20,20
New York,20,105,112,1,20,20
New York,20,105,113,1,20,20
New York,20,105,115,1,20,20
New York,20,105,116,1,20,20
New York,20,105,117,1,20,20
New York,20,105,119,1,20,20
New York,20,105,120,1,20,20
New York,20,105,121,1,20,20
New York,20,105,122,1,20,20
New York,20,105,123,1,20,20
New York,20,106,107,1,20,20
New York,20,106,108,1,20,20
New York,20,106,109,1,20,20
New York,20,106,110,1,20,20
New York,20,106,111,1,20,20
New York,20,106,112,1,20,20
New York,20,106,113,1,20,20
New York,20,106,115,1,20,20
New York,20,106,116,1,20,20
New York,20,106,117,1,20,20
New York,20,106,119,1,20,20
New York,20,106,120,1,20,20
New York,20,106,121,1,20,20
New York,20,106,122,1,20,20
New York,20,106,123,1,20,20
New York,20,107,108,1,20,20
New York,20,107,109,1,20,20
New York,20,107,110,1,20,20
New York,20,107,111,1,20,20
New York,20,107,112,1,20,20
New York,20,107,113,1,20,20
New York,20,107,115,1,20,20
New York,20,107,116,1,20,20
New York,20,107,117,1,20,20
New York,20,107,119,1,20,20
New York,20,107,120,1,20,20
New York,20,107,121,1,20,20
New York,20,107,122,1,20,20
New York,20,107,123,1,20,20
New York,20,108,109,1,20,20
New York,20,108,110,1,20,20
New York,20,108,111,1,20,20
New York,20,108,112,1,20,20
New York,20,108,113,1,20,20
New York,20,108,115,1,20,20
New York,20,108,116,1,20,20
New York,20,108,117,1,20,20
New York,20,108,119,1,20,20
New York,20,108,120,1,20,20
New York,20,108,121,1,20,20
New York,20,108,122,1,20,20
New York,20,108,123,1,20,20
New York,20,109,110,1,20,20
New York,20,109,111,1,20,20
New York,20,109,112,1,20,20
New York,20,109,113,1,20,20
New York,20,109,115,1,20,20
New York,20,109,116,1,20,20
New York,20,109,117,1,20,20
New York,20,109,119,1,20,20
New York,20,109,120,1,20,20
New York,20,109,121,1,20,20
New York,20,109,122,1,20,20
New York,20,109,123,1,20,20
New York,20,110,111,1,20,20
New York,20,110,112,1,20,20
New York,20,110,113,1,20,20
New York,20,110,115,1,20,20
New York,20,110,116,1,20,20
New York,20,110,117,1,20,20
New York,20,110,119,1,20,20
New York,20,110,120,1,20,20
New York,20,110,121,1,20,20
New York,20,110,122,1,20,20
New York,20,110,123,1,20,20
New York,20,111,112,1,20,20
New York,20,111,113,1,20,20
New York,20,111,115,1,20,20
New York,20,111,116,1,20,20
New York,20,111,117,1,20,20
New York,20,111,119,1,20,20
New York,20,111,120,1,20,20
New York,20,111,121,1,20,20
New York,20,111,122,1,20,20
New York,20,111,123,1,20,20
New York,20,112,113,1,20,20
New York,20,112,115,1,20,20
New York,20,112,116,1,20,20
New York,20,112,117,1,20,20
New York,20,112,119,1,20,20
New York,20,112,120,1,20,20
New York,20,112,121,1,20,20
New York,20,112,122,1,20,20
New York,20,112,123,1,20,20
New York,20,113,115,1,20,20
New York,20,113,116,1,20,20
New York,20,113,117,1,20,20
New York,20,113,119,1,20,20
New York,20,113,120,1,20,20
New York,20,113,121,1,20,20
New York,20,113,122,1,20,20
New York,20,113,123,1,20,20
New York,20,115,116,1,20,20
New York,20,115,117,1,20,20
New York,20,115,119,1,20,20
New York,20,115,120,1,20,20
New York,20,115,121,1,20,20
New York,20,115,122,1,20,20
New York,20,115,123,1,20,20
New York,20,116,117,1,20,20
New York,20,116,119,1,20,20
New York,20,116,120,1,20,20
New York,20,116,121,1,20,20
New York,20,116,122,1,20,20
New York,20,116,123,1,20,20
New York,20,117,119,1,20,20
New York,20,117,120,1,20,20
New York,20,117,121,1,20,20
New York,20,117,122,1,20,20
New York,20,117,123,1,20,20
New York,20,119,120,1,20,20
New York,20,119,121,1,20,20
New York,20,119,122,1,20,20
New York,20,119,123,1,20,20
New York,20,120,121,1,20,20
New York,20,120,122,1,20,20
New York,20,120,123,1,20,20
New York,20,121,122,1,20,20
New York,20,121,123,1,20,20
New York,20,122,123,1,20,20
Philadelphia,5,640,641,1,5,5
Philadelphia,5,640,642,1,5,5
Philadelphia,5,640,643,1,5,5
Philadelphia,5,640,644,1,5,5
Philadelphia,5,640,645,1,5,5
Philadelphia,5,640,646,1,5,5
Philadelphia,5,640,647,1,5,5
Philadelphia,5,640,648,1,5,5
Philadelphia,5,640,649,1,5,5
Philadelphia,5,640,650,1,5,5
Philadelphia,5,640,651,1,5,5
Philadelphia,5,640,652,1,5,5
Philadelphia,5,640,653,1,5,5
Philadelphia,5,640,654,1,5,5
Philadelphia,5,640,655,1,5,5
Philadelphia,5,640,656,1,5,5
Philadelphia,5,640,657,1,5,5
Philadelphia,5,640,658,1,5,5
Philadelphia,5,640,659,1,5,5
Philadelphia,5,641,642,1,5,5
Philadelphia,5,641,643,1,5,5
Philadelphia,5,641,644,1,5,5
Philadelphia,5,641,645,1,5,5
Philadelphia,5,641,646,1,5,5
Philadelphia,5,641,647,1,5,5
Philadelphia,5,641,648,1,5,5
Philadelphia,5,641,649,1,5,5
Philadelphia,5,641,650,1,5,5
Philadelphia,5,641,651,1,5,5
Philadelphia,5,641,652,1,5,5
Philadelphia,5,641,653,1,5,5
Philadelphia,5,641,654,1,5,5
Philadelphia,5,641,655,1,5,5
Philadelphia,5,641,656,1,5,5
Philadelphia,5,641,657,1,5,5
Philadelphia,5,641,658,1,5,5
Philadelphia,5,641,659,1,5,5
Philadelphia,5,642,643,1,5,5
Philadelphia,5,642,644,1,5,5
Philadelphia,5,642,645,1,5,5
Philadelphia,5,642,646,1,5,5
Philadelphia,5,642,647,1,5,5
Philadelphia,5,642,648,1,5,5
Philadelphia,5,642,649,1,5,5
Philadelphia,5,642,650,1,5,5
Philadelphia,5,642,651,1,5,5
Philadelphia,5,642,652,1,5,5
Philadelphia,5,642,653,1,5,5
Philadelphia,5,642,654,1,5,5
Philadelphia,5,642,655,1,5,5
Philadelphia,5,642,656,1,5,5
Philadelphia,5,642,657,1,5,5
Philadelphia,5,642,658,1,5,5
Philadelphia,5,642,659,1,5,5
Philadelphia,5,643,644,1,5,5
Philadelphia,5,643,645,1,5,5
Philadelphia,5,643,646,1,5,5
Philadelphia,5,643,647,1,5,5
Philadelphia,5,643,648,1,5,5
Philadelphia,5,643,649,1,5,5
Philadelphia,5,643,650,1,5,5
Philadelphia,5,643,651,1,5,5
Philadelphia,5,643,652,1,5,5
Philadelphia,5,643,653,1,5,5
Philadelphia,5,643,654,1,5,5
Philadelphia,5,643,655,1,5,5
Philadelphia,5,643,656,1,5,5
Philadelphia,5,643,657,1,5,5
Philadelphia,5,643,658,1,5,5
Philadelphia,5,643,659,1,5,5
Philadelphia,5,644,645,1,5,5
Philadelphia,5,644,646,1,5,5
Philadelphia,5,644,647,1,5,5
Philadelphia,5,644,648,1,5,5
Philadelphia,5,644,649,1,5,5
Philadelphia,5,644,650,1,5,5
Philadelphia,5,644,651,1,5,5
Philadelphia,5,644,652,1,5,5
Philadelphia,5,644,653,1,5,5
Philadelphia,5,644,654,1,5,5
Philadelphia,5,644,655,1,5,5
Philadelphia,5,644,656,1,5,5
Philadelphia,5,644,657,1,5,5
Philadelphia,5,644,658,1,5,5
Philadelphia,5,644,659,1,5,5
Philadelphia,5,645,646,1,5,5
Philadelphia,5,645,647,1,5,5
Philadelphia,5,645,648,1,5,5
Philadelphia,5,645,649,1,5,5
Philadelphia,5,645,650,1,5,5
Philadelphia,5,645,651,1,5,5
Philadelphia,5,645,652,1,5,5
Philadelphia,5,645,653,1,5,5
Philadelphia,5,645,654,1,5,5
Philadelphia,5,645,655,1,5,5
Philadelphia,5,645,656,1,5,5
Philadelphia,5,645,657,1,5,5
Philadelphia,5,645,658,1,5,5
Philadelphia,5,645,659,1,5,5
Philadelphia,5,646,647,1,5,5
Philadelphia,5,646,648,1,5,5
Philadelphia,5,646,649,1,5,5
Philadelphia,5,646,650,1,5,5
Philadelphia,5,646,651,1,5,5
Philadelphia,5,646,652,1,5,5
Philadelphia,5,646,653,1,5,5
Philadelphia,5,646,654,1,5,5
Philadelphia,5,646,655,1,5,5
Philadelphia,5,646,656,1,5,5
Philadelphia,5,646,657,1,5,5
Philadelphia,5,646,658,1,5,5
Philadelphia,5,646,659,1,5,5
Philadelphia,5,647,648,1,5,5
Philadelphia,5,647,649,1,5,5
Philadelphia,5,647,650,1,5,5
Philadelphia,5,647,651,1,5,5
Philadelphia,5,647,652,1,5,5
Philadelphia,5,647,653,1,5,5
Philadelphia,5,647,654,1,5,5
Philadelphia,5,647,655,1,5,5
Philadelphia,5,647,656,1,5,5
Philadelphia,5,647,657,1,5,5
Philadelphia,5,647,658,1,5,5
Philadelphia,5,647,659,1,5,5
Philadelphia,5,648,649,1,5,5
Philadelphia,5,648,650,1,5,5
Philadelphia,5,648,651,1,5,5
Philadelphia,5,648,652,1,5,5
Philadelphia,5,648,653,1,5,5
Philadelphia,5,648,654,1,5,5
Philadelphia,5,648,655,1,5,5
Philadelphia,5,648,656,1,5,5
Philadelphia,5,648,657,1,5,5
Philadelphia,5,648,658,1,5,5
Philadelphia,5,648,659,1,5,5
Philadelphia,5,649,650,1,5,5
Philadelphia,5,649,651,1,5,5
Philadelphia,5,649,652,1,5,5
Philadelphia,5,649,653,1,5,5
Philadelphia,5,649,654,1,5,5
Philadelphia,5,649,655,1,5,5
Philadelphia,5,649,656,1,5,5
Philadelphia,5,649,657,1,5,5
Philadelphia,5,649,658,1,5,5
Philadelphia,5,649,659,1,5,5
Philadelphia,5,650,651,1,5,5
Philadelphia,5,650,652,1,5,5
Philadelphia,5,650,653,1,5,5
Philadelphia,5,650,654,1,5,5
Philadelphia,5,650,655,1,5,5
Philadelphia,5,650,656,1,5,5
Philadelphia,5,650,657,1,5,5
Philadelphia,5,650,658,1,5,5
Philadelphia,5,650,659,1,5,5
Philadelphia,5,651,652,1,5,5
Philadelphia,5,651,653,1,5,5
Philadelphia,5,651,654,1,5,5
Philadelphia,5,651,655,1,5,5
Philadelphia,5,651,656,1,5,5
Philadelphia,5,651,657,1,5,5
Philadelphia,5,651,658,1,5,5
Philadelphia,5,651,659,1,5,5
